id,level,domain,question,serialized_table,prompt,answer,table_json,evidence_json,operation
A-L1-0011,1,skydiving,What is Lena's Air pressure?,"| Person | Air pressure | Falling speed | Elapsed time | Heart rate |
| --- | --- | --- | --- | --- |
| Nora | 20.4 kPa | 71.2 m/s | 72.6 s | 139 bpm |
| Lena | 54.0 kPa | 82.5 m/s | 20.8 s | 81 bpm |
| Lucas | 24.0 kPa | 75.9 m/s | 27.4 s | 124 bpm |
| Ryan | 84.1 kPa | 84.3 m/s | 65.1 s | 118 bpm |
| Ava | 96.0 kPa | 61.8 m/s | 85.2 s | 133 bpm |","Answer the question using the table. Return only the requested value.

Table:
| Person | Air pressure | Falling speed | Elapsed time | Heart rate |
| --- | --- | --- | --- | --- |
| Nora | 20.4 kPa | 71.2 m/s | 72.6 s | 139 bpm |
| Lena | 54.0 kPa | 82.5 m/s | 20.8 s | 81 bpm |
| Lucas | 24.0 kPa | 75.9 m/s | 27.4 s | 124 bpm |
| Ryan | 84.1 kPa | 84.3 m/s | 65.1 s | 118 bpm |
| Ava | 96.0 kPa | 61.8 m/s | 85.2 s | 133 bpm |

Question: What is Lena's Air pressure?",54.0 kPa,"{""headers"": [""Person"", ""Air pressure"", ""Falling speed"", ""Elapsed time"", ""Heart rate""], ""rows"": [[""Nora"", ""20.4 kPa"", ""71.2 m/s"", ""72.6 s"", ""139 bpm""], [""Lena"", ""54.0 kPa"", ""82.5 m/s"", ""20.8 s"", ""81 bpm""], [""Lucas"", ""24.0 kPa"", ""75.9 m/s"", ""27.4 s"", ""124 bpm""], [""Ryan"", ""84.1 kPa"", ""84.3 m/s"", ""65.1 s"", ""118 bpm""], [""Ava"", ""96.0 kPa"", ""61.8 m/s"", ""85.2 s"", ""133 bpm""]]}","{""row_index"": 1, ""column_index"": 1, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Lena"", ""target_column"": ""Air pressure""}",lookup
A-L1-0012,1,race,Find Theo's row. What is the Fuel remaining?,"| Fuel remaining | Driver | Top speed | Pit time |
| --- | --- | --- | --- |
| 61.7 L | Ryan | 248.5 km/h | 38.55 s |
| 18.1 L | Yuna | 255.6 km/h | 18.71 s |
| 56.1 L | Nora | 307.2 km/h | 10.41 s |
| 47.6 L | Oliver | 305.2 km/h | 40.72 s |
| 33.8 L | Theo | 277.7 km/h | 2.89 s |
| 44.1 L | Alex | 204.9 km/h | 14.39 s |","Answer the question using the table. Return only the requested value.

Table:
| Fuel remaining | Driver | Top speed | Pit time |
| --- | --- | --- | --- |
| 61.7 L | Ryan | 248.5 km/h | 38.55 s |
| 18.1 L | Yuna | 255.6 km/h | 18.71 s |
| 56.1 L | Nora | 307.2 km/h | 10.41 s |
| 47.6 L | Oliver | 305.2 km/h | 40.72 s |
| 33.8 L | Theo | 277.7 km/h | 2.89 s |
| 44.1 L | Alex | 204.9 km/h | 14.39 s |

Question: Find Theo's row. What is the Fuel remaining?",33.8 L,"{""headers"": [""Fuel remaining"", ""Driver"", ""Top speed"", ""Pit time""], ""rows"": [[""61.7 L"", ""Ryan"", ""248.5 km/h"", ""38.55 s""], [""18.1 L"", ""Yuna"", ""255.6 km/h"", ""18.71 s""], [""56.1 L"", ""Nora"", ""307.2 km/h"", ""10.41 s""], [""47.6 L"", ""Oliver"", ""305.2 km/h"", ""40.72 s""], [""33.8 L"", ""Theo"", ""277.7 km/h"", ""2.89 s""], [""44.1 L"", ""Alex"", ""204.9 km/h"", ""14.39 s""]]}","{""row_index"": 4, ""column_index"": 0, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Theo"", ""target_column"": ""Fuel remaining""}",lookup
A-L1-0013,1,weather,Find station Orion. What is its Rainfall?,"| Humidity | Temperature | Station | Visibility | Rainfall |
| --- | --- | --- | --- | --- |
| 62% | 20.5 °C | Riverton | 4.2 km | 13.0 mm |
| 17% | -4.4 °C | Oakridge | 28.5 km | 64.1 mm |
| 19% | 9.5 °C | Orion | 4.5 km | 54.6 mm |
| 69% | 26.4 °C | Maple | 19.7 km | 29.7 mm |
| 36% | 29.1 °C | Brookfield | 22.7 km | 32.2 mm |
| 98% | 13.6 °C | Westhaven | 1.1 km | 7.0 mm |
| 78% | 2.3 °C | Hillcrest | 6.7 km | 32.2 mm |","Answer the question using the table. Return only the requested value.

Table:
| Humidity | Temperature | Station | Visibility | Rainfall |
| --- | --- | --- | --- | --- |
| 62% | 20.5 °C | Riverton | 4.2 km | 13.0 mm |
| 17% | -4.4 °C | Oakridge | 28.5 km | 64.1 mm |
| 19% | 9.5 °C | Orion | 4.5 km | 54.6 mm |
| 69% | 26.4 °C | Maple | 19.7 km | 29.7 mm |
| 36% | 29.1 °C | Brookfield | 22.7 km | 32.2 mm |
| 98% | 13.6 °C | Westhaven | 1.1 km | 7.0 mm |
| 78% | 2.3 °C | Hillcrest | 6.7 km | 32.2 mm |

Question: Find station Orion. What is its Rainfall?",54.6 mm,"{""headers"": [""Humidity"", ""Temperature"", ""Station"", ""Visibility"", ""Rainfall""], ""rows"": [[""62%"", ""20.5 °C"", ""Riverton"", ""4.2 km"", ""13.0 mm""], [""17%"", ""-4.4 °C"", ""Oakridge"", ""28.5 km"", ""64.1 mm""], [""19%"", ""9.5 °C"", ""Orion"", ""4.5 km"", ""54.6 mm""], [""69%"", ""26.4 °C"", ""Maple"", ""19.7 km"", ""29.7 mm""], [""36%"", ""29.1 °C"", ""Brookfield"", ""22.7 km"", ""32.2 mm""], [""98%"", ""13.6 °C"", ""Westhaven"", ""1.1 km"", ""7.0 mm""], [""78%"", ""2.3 °C"", ""Hillcrest"", ""6.7 km"", ""32.2 mm""]]}","{""row_index"": 2, ""column_index"": 4, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Orion"", ""target_column"": ""Rainfall""}",lookup
A-L1-0014,1,lab,Look at Sample-A. What is its recorded pH?,"| Sample | pH | Temperature | Conductivity |
| --- | --- | --- | --- |
| Sample-K | 8.68 | 72.5 °C | 14.29 mS/cm |
| Sample-J | 11.20 | 63.5 °C | 15.44 mS/cm |
| Sample-C | 6.51 | 89.1 °C | 7.05 mS/cm |
| Sample-F | 4.45 | 58.3 °C | 8.13 mS/cm |
| Sample-L | 6.34 | 42.8 °C | 12.31 mS/cm |
| Sample-D | 6.60 | 37.6 °C | 22.30 mS/cm |
| Sample-B | 7.22 | 18.8 °C | 4.49 mS/cm |
| Sample-G | 2.13 | 11.2 °C | 16.22 mS/cm |
| Sample-A | 10.26 | 74.7 °C | 11.68 mS/cm |","Answer the question using the table. Return only the requested value.

Table:
| Sample | pH | Temperature | Conductivity |
| --- | --- | --- | --- |
| Sample-K | 8.68 | 72.5 °C | 14.29 mS/cm |
| Sample-J | 11.20 | 63.5 °C | 15.44 mS/cm |
| Sample-C | 6.51 | 89.1 °C | 7.05 mS/cm |
| Sample-F | 4.45 | 58.3 °C | 8.13 mS/cm |
| Sample-L | 6.34 | 42.8 °C | 12.31 mS/cm |
| Sample-D | 6.60 | 37.6 °C | 22.30 mS/cm |
| Sample-B | 7.22 | 18.8 °C | 4.49 mS/cm |
| Sample-G | 2.13 | 11.2 °C | 16.22 mS/cm |
| Sample-A | 10.26 | 74.7 °C | 11.68 mS/cm |

Question: Look at Sample-A. What is its recorded pH?",10.26,"{""headers"": [""Sample"", ""pH"", ""Temperature"", ""Conductivity""], ""rows"": [[""Sample-K"", ""8.68"", ""72.5 °C"", ""14.29 mS/cm""], [""Sample-J"", ""11.20"", ""63.5 °C"", ""15.44 mS/cm""], [""Sample-C"", ""6.51"", ""89.1 °C"", ""7.05 mS/cm""], [""Sample-F"", ""4.45"", ""58.3 °C"", ""8.13 mS/cm""], [""Sample-L"", ""6.34"", ""42.8 °C"", ""12.31 mS/cm""], [""Sample-D"", ""6.60"", ""37.6 °C"", ""22.30 mS/cm""], [""Sample-B"", ""7.22"", ""18.8 °C"", ""4.49 mS/cm""], [""Sample-G"", ""2.13"", ""11.2 °C"", ""16.22 mS/cm""], [""Sample-A"", ""10.26"", ""74.7 °C"", ""11.68 mS/cm""]]}","{""row_index"": 8, ""column_index"": 1, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-A"", ""target_column"": ""pH""}",lookup
A-L1-0015,1,race,What Fuel remaining is shown for driver Maya?,"| Driver | Pit time | Tire temperature | Lap time | Top speed | Position | Fuel remaining |
| --- | --- | --- | --- | --- | --- | --- |
| Lucas | 8.74 s | 117.0 °C | 74.34 s | 230.9 km/h | 20 | 9.8 L |
| Yuna | 2.05 s | 73.5 °C | 59.63 s | 307.4 km/h | 1 | 11.9 L |
| Maya | 29.88 s | 67.0 °C | 86.37 s | 252.8 km/h | 8 | 21.0 L |
| Noah | 12.44 s | 131.3 °C | 105.11 s | 214.5 km/h | 6 | 59.6 L |
| David | 14.89 s | 101.5 °C | 114.74 s | 256.6 km/h | 12 | 60.2 L |
| Alex | 14.20 s | 80.3 °C | 118.14 s | 221.5 km/h | 9 | 58.3 L |","Answer the question using the table. Return only the requested value.

Table:
| Driver | Pit time | Tire temperature | Lap time | Top speed | Position | Fuel remaining |
| --- | --- | --- | --- | --- | --- | --- |
| Lucas | 8.74 s | 117.0 °C | 74.34 s | 230.9 km/h | 20 | 9.8 L |
| Yuna | 2.05 s | 73.5 °C | 59.63 s | 307.4 km/h | 1 | 11.9 L |
| Maya | 29.88 s | 67.0 °C | 86.37 s | 252.8 km/h | 8 | 21.0 L |
| Noah | 12.44 s | 131.3 °C | 105.11 s | 214.5 km/h | 6 | 59.6 L |
| David | 14.89 s | 101.5 °C | 114.74 s | 256.6 km/h | 12 | 60.2 L |
| Alex | 14.20 s | 80.3 °C | 118.14 s | 221.5 km/h | 9 | 58.3 L |

Question: What Fuel remaining is shown for driver Maya?",21.0 L,"{""headers"": [""Driver"", ""Pit time"", ""Tire temperature"", ""Lap time"", ""Top speed"", ""Position"", ""Fuel remaining""], ""rows"": [[""Lucas"", ""8.74 s"", ""117.0 °C"", ""74.34 s"", ""230.9 km/h"", ""20"", ""9.8 L""], [""Yuna"", ""2.05 s"", ""73.5 °C"", ""59.63 s"", ""307.4 km/h"", ""1"", ""11.9 L""], [""Maya"", ""29.88 s"", ""67.0 °C"", ""86.37 s"", ""252.8 km/h"", ""8"", ""21.0 L""], [""Noah"", ""12.44 s"", ""131.3 °C"", ""105.11 s"", ""214.5 km/h"", ""6"", ""59.6 L""], [""David"", ""14.89 s"", ""101.5 °C"", ""114.74 s"", ""256.6 km/h"", ""12"", ""60.2 L""], [""Alex"", ""14.20 s"", ""80.3 °C"", ""118.14 s"", ""221.5 km/h"", ""9"", ""58.3 L""]]}","{""row_index"": 2, ""column_index"": 6, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Maya"", ""target_column"": ""Fuel remaining""}",lookup
A-L1-0016,1,skydiving,"According to the table, what is the Falling speed for Sofia?","| Heart rate | Air temperature | Person | Falling speed |
| --- | --- | --- | --- |
| 102 bpm | -5.9 °C | Daniel | 84.4 m/s |
| 150 bpm | -6.8 °C | Nora | 32.1 m/s |
| 116 bpm | 9.2 °C | Lucas | 52.0 m/s |
| 148 bpm | 14.7 °C | Julia | 61.6 m/s |
| 92 bpm | -3.4 °C | Iris | 37.5 m/s |
| 94 bpm | -12.1 °C | Sofia | 72.4 m/s |","Answer the question using the table. Return only the requested value.

Table:
| Heart rate | Air temperature | Person | Falling speed |
| --- | --- | --- | --- |
| 102 bpm | -5.9 °C | Daniel | 84.4 m/s |
| 150 bpm | -6.8 °C | Nora | 32.1 m/s |
| 116 bpm | 9.2 °C | Lucas | 52.0 m/s |
| 148 bpm | 14.7 °C | Julia | 61.6 m/s |
| 92 bpm | -3.4 °C | Iris | 37.5 m/s |
| 94 bpm | -12.1 °C | Sofia | 72.4 m/s |

Question: According to the table, what is the Falling speed for Sofia?",72.4 m/s,"{""headers"": [""Heart rate"", ""Air temperature"", ""Person"", ""Falling speed""], ""rows"": [[""102 bpm"", ""-5.9 °C"", ""Daniel"", ""84.4 m/s""], [""150 bpm"", ""-6.8 °C"", ""Nora"", ""32.1 m/s""], [""116 bpm"", ""9.2 °C"", ""Lucas"", ""52.0 m/s""], [""148 bpm"", ""14.7 °C"", ""Julia"", ""61.6 m/s""], [""92 bpm"", ""-3.4 °C"", ""Iris"", ""37.5 m/s""], [""94 bpm"", ""-12.1 °C"", ""Sofia"", ""72.4 m/s""]]}","{""row_index"": 5, ""column_index"": 3, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Sofia"", ""target_column"": ""Falling speed""}",lookup
A-L1-0017,1,race,Find Yuna's row. What is the Fuel remaining?,"| Tire temperature | Position | Fuel remaining | Driver | Top speed |
| --- | --- | --- | --- | --- |
| 132.1 °C | 1 | 49.1 L | Lena | 196.4 km/h |
| 121.8 °C | 10 | 14.9 L | Emma | 287.1 km/h |
| 65.4 °C | 9 | 52.5 L | Nora | 328.8 km/h |
| 117.2 °C | 9 | 61.7 L | Lucas | 283.7 km/h |
| 61.6 °C | 19 | 67.2 L | Ryan | 285.7 km/h |
| 115.1 °C | 2 | 8.3 L | Sam | 340.1 km/h |
| 97.0 °C | 9 | 56.6 L | Yuna | 270.1 km/h |
| 111.7 °C | 15 | 73.9 L | Mina | 202.4 km/h |","Answer the question using the table. Return only the requested value.

Table:
| Tire temperature | Position | Fuel remaining | Driver | Top speed |
| --- | --- | --- | --- | --- |
| 132.1 °C | 1 | 49.1 L | Lena | 196.4 km/h |
| 121.8 °C | 10 | 14.9 L | Emma | 287.1 km/h |
| 65.4 °C | 9 | 52.5 L | Nora | 328.8 km/h |
| 117.2 °C | 9 | 61.7 L | Lucas | 283.7 km/h |
| 61.6 °C | 19 | 67.2 L | Ryan | 285.7 km/h |
| 115.1 °C | 2 | 8.3 L | Sam | 340.1 km/h |
| 97.0 °C | 9 | 56.6 L | Yuna | 270.1 km/h |
| 111.7 °C | 15 | 73.9 L | Mina | 202.4 km/h |

Question: Find Yuna's row. What is the Fuel remaining?",56.6 L,"{""headers"": [""Tire temperature"", ""Position"", ""Fuel remaining"", ""Driver"", ""Top speed""], ""rows"": [[""132.1 °C"", ""1"", ""49.1 L"", ""Lena"", ""196.4 km/h""], [""121.8 °C"", ""10"", ""14.9 L"", ""Emma"", ""287.1 km/h""], [""65.4 °C"", ""9"", ""52.5 L"", ""Nora"", ""328.8 km/h""], [""117.2 °C"", ""9"", ""61.7 L"", ""Lucas"", ""283.7 km/h""], [""61.6 °C"", ""19"", ""67.2 L"", ""Ryan"", ""285.7 km/h""], [""115.1 °C"", ""2"", ""8.3 L"", ""Sam"", ""340.1 km/h""], [""97.0 °C"", ""9"", ""56.6 L"", ""Yuna"", ""270.1 km/h""], [""111.7 °C"", ""15"", ""73.9 L"", ""Mina"", ""202.4 km/h""]]}","{""row_index"": 6, ""column_index"": 2, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Yuna"", ""target_column"": ""Fuel remaining""}",lookup
A-L1-0018,1,sports,What is the Wins value for the Wolves?,"| Points | Losses | Goals scored | Goals conceded | Wins | Team | Possession |
| --- | --- | --- | --- | --- | --- | --- |
| 10 | 17 | 89 | 64 | 27 | Tigers | 46.5% |
| 34 | 19 | 71 | 101 | 11 | Wolves | 49.9% |
| 90 | 7 | 82 | 95 | 25 | Ravens | 36.3% |
| 66 | 6 | 102 | 39 | 1 | Dragons | 52.0% |
| 24 | 27 | 103 | 70 | 12 | Bulls | 63.0% |
| 46 | 22 | 61 | 67 | 28 | Hawks | 34.9% |","Answer the question using the table. Return only the requested value.

Table:
| Points | Losses | Goals scored | Goals conceded | Wins | Team | Possession |
| --- | --- | --- | --- | --- | --- | --- |
| 10 | 17 | 89 | 64 | 27 | Tigers | 46.5% |
| 34 | 19 | 71 | 101 | 11 | Wolves | 49.9% |
| 90 | 7 | 82 | 95 | 25 | Ravens | 36.3% |
| 66 | 6 | 102 | 39 | 1 | Dragons | 52.0% |
| 24 | 27 | 103 | 70 | 12 | Bulls | 63.0% |
| 46 | 22 | 61 | 67 | 28 | Hawks | 34.9% |

Question: What is the Wins value for the Wolves?",11,"{""headers"": [""Points"", ""Losses"", ""Goals scored"", ""Goals conceded"", ""Wins"", ""Team"", ""Possession""], ""rows"": [[""10"", ""17"", ""89"", ""64"", ""27"", ""Tigers"", ""46.5%""], [""34"", ""19"", ""71"", ""101"", ""11"", ""Wolves"", ""49.9%""], [""90"", ""7"", ""82"", ""95"", ""25"", ""Ravens"", ""36.3%""], [""66"", ""6"", ""102"", ""39"", ""1"", ""Dragons"", ""52.0%""], [""24"", ""27"", ""103"", ""70"", ""12"", ""Bulls"", ""63.0%""], [""46"", ""22"", ""61"", ""67"", ""28"", ""Hawks"", ""34.9%""]]}","{""row_index"": 1, ""column_index"": 4, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Wolves"", ""target_column"": ""Wins""}",lookup
A-L1-0019,1,race,"According to the race table, what is Nora's Position?","| Pit time | Tire temperature | Top speed | Position | Driver |
| --- | --- | --- | --- | --- |
| 13.44 s | 80.0 °C | 230.9 km/h | 1 | Oliver |
| 44.13 s | 94.2 °C | 336.5 km/h | 11 | Lena |
| 12.43 s | 98.1 °C | 335.5 km/h | 5 | Alex |
| 20.09 s | 104.0 °C | 335.7 km/h | 16 | Ava |
| 24.45 s | 96.3 °C | 279.3 km/h | 11 | Nora |
| 35.45 s | 119.3 °C | 241.2 km/h | 14 | Sam |","Answer the question using the table. Return only the requested value.

Table:
| Pit time | Tire temperature | Top speed | Position | Driver |
| --- | --- | --- | --- | --- |
| 13.44 s | 80.0 °C | 230.9 km/h | 1 | Oliver |
| 44.13 s | 94.2 °C | 336.5 km/h | 11 | Lena |
| 12.43 s | 98.1 °C | 335.5 km/h | 5 | Alex |
| 20.09 s | 104.0 °C | 335.7 km/h | 16 | Ava |
| 24.45 s | 96.3 °C | 279.3 km/h | 11 | Nora |
| 35.45 s | 119.3 °C | 241.2 km/h | 14 | Sam |

Question: According to the race table, what is Nora's Position?",11,"{""headers"": [""Pit time"", ""Tire temperature"", ""Top speed"", ""Position"", ""Driver""], ""rows"": [[""13.44 s"", ""80.0 °C"", ""230.9 km/h"", ""1"", ""Oliver""], [""44.13 s"", ""94.2 °C"", ""336.5 km/h"", ""11"", ""Lena""], [""12.43 s"", ""98.1 °C"", ""335.5 km/h"", ""5"", ""Alex""], [""20.09 s"", ""104.0 °C"", ""335.7 km/h"", ""16"", ""Ava""], [""24.45 s"", ""96.3 °C"", ""279.3 km/h"", ""11"", ""Nora""], [""35.45 s"", ""119.3 °C"", ""241.2 km/h"", ""14"", ""Sam""]]}","{""row_index"": 4, ""column_index"": 3, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Nora"", ""target_column"": ""Position""}",lookup
A-L1-0020,1,weather,What Temperature was recorded at station Cedar?,"| Pressure | Station | Humidity | Temperature | Visibility | Wind speed |
| --- | --- | --- | --- | --- | --- |
| 936.2 hPa | Lakeside | 35% | 2.2 °C | 11.1 km | 15.1 m/s |
| 988.7 hPa | Maple | 89% | 20.7 °C | 28.6 km | 21.9 m/s |
| 1025.8 hPa | Westhaven | 80% | -7.4 °C | 29.1 km | 2.6 m/s |
| 941.1 hPa | Cedar | 17% | 22.3 °C | 5.4 km | 10.5 m/s |
| 998.6 hPa | Clearwater | 42% | -1.0 °C | 12.2 km | 2.8 m/s |
| 955.0 hPa | Orion | 78% | 0.2 °C | 3.2 km | 34.2 m/s |
| 989.5 hPa | Fairview | 72% | 10.9 °C | 18.7 km | 8.2 m/s |","Answer the question using the table. Return only the requested value.

Table:
| Pressure | Station | Humidity | Temperature | Visibility | Wind speed |
| --- | --- | --- | --- | --- | --- |
| 936.2 hPa | Lakeside | 35% | 2.2 °C | 11.1 km | 15.1 m/s |
| 988.7 hPa | Maple | 89% | 20.7 °C | 28.6 km | 21.9 m/s |
| 1025.8 hPa | Westhaven | 80% | -7.4 °C | 29.1 km | 2.6 m/s |
| 941.1 hPa | Cedar | 17% | 22.3 °C | 5.4 km | 10.5 m/s |
| 998.6 hPa | Clearwater | 42% | -1.0 °C | 12.2 km | 2.8 m/s |
| 955.0 hPa | Orion | 78% | 0.2 °C | 3.2 km | 34.2 m/s |
| 989.5 hPa | Fairview | 72% | 10.9 °C | 18.7 km | 8.2 m/s |

Question: What Temperature was recorded at station Cedar?",22.3 °C,"{""headers"": [""Pressure"", ""Station"", ""Humidity"", ""Temperature"", ""Visibility"", ""Wind speed""], ""rows"": [[""936.2 hPa"", ""Lakeside"", ""35%"", ""2.2 °C"", ""11.1 km"", ""15.1 m/s""], [""988.7 hPa"", ""Maple"", ""89%"", ""20.7 °C"", ""28.6 km"", ""21.9 m/s""], [""1025.8 hPa"", ""Westhaven"", ""80%"", ""-7.4 °C"", ""29.1 km"", ""2.6 m/s""], [""941.1 hPa"", ""Cedar"", ""17%"", ""22.3 °C"", ""5.4 km"", ""10.5 m/s""], [""998.6 hPa"", ""Clearwater"", ""42%"", ""-1.0 °C"", ""12.2 km"", ""2.8 m/s""], [""955.0 hPa"", ""Orion"", ""78%"", ""0.2 °C"", ""3.2 km"", ""34.2 m/s""], [""989.5 hPa"", ""Fairview"", ""72%"", ""10.9 °C"", ""18.7 km"", ""8.2 m/s""]]}","{""row_index"": 3, ""column_index"": 3, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Cedar"", ""target_column"": ""Temperature""}",lookup
A-L1-0021,1,weather,What Rainfall was recorded at station Brookfield?,"| Pressure | Station | Rainfall | Wind speed |
| --- | --- | --- | --- |
| 1006.9 hPa | Orion | 70.6 mm | 0.8 m/s |
| 973.5 hPa | Westhaven | 73.5 mm | 0.3 m/s |
| 1015.3 hPa | Pinehurst | 68.2 mm | 8.1 m/s |
| 954.1 hPa | Cedar | 21.3 mm | 6.7 m/s |
| 1005.9 hPa | Lakeside | 25.7 mm | 16.0 m/s |
| 1012.0 hPa | Brookfield | 76.7 mm | 29.1 m/s |
| 1015.6 hPa | Maple | 77.4 mm | 34.1 m/s |
| 1039.9 hPa | Fairview | 9.1 mm | 29.9 m/s |
| 972.0 hPa | Clearwater | 25.1 mm | 12.6 m/s |","Answer the question using the table. Return only the requested value.

Table:
| Pressure | Station | Rainfall | Wind speed |
| --- | --- | --- | --- |
| 1006.9 hPa | Orion | 70.6 mm | 0.8 m/s |
| 973.5 hPa | Westhaven | 73.5 mm | 0.3 m/s |
| 1015.3 hPa | Pinehurst | 68.2 mm | 8.1 m/s |
| 954.1 hPa | Cedar | 21.3 mm | 6.7 m/s |
| 1005.9 hPa | Lakeside | 25.7 mm | 16.0 m/s |
| 1012.0 hPa | Brookfield | 76.7 mm | 29.1 m/s |
| 1015.6 hPa | Maple | 77.4 mm | 34.1 m/s |
| 1039.9 hPa | Fairview | 9.1 mm | 29.9 m/s |
| 972.0 hPa | Clearwater | 25.1 mm | 12.6 m/s |

Question: What Rainfall was recorded at station Brookfield?",76.7 mm,"{""headers"": [""Pressure"", ""Station"", ""Rainfall"", ""Wind speed""], ""rows"": [[""1006.9 hPa"", ""Orion"", ""70.6 mm"", ""0.8 m/s""], [""973.5 hPa"", ""Westhaven"", ""73.5 mm"", ""0.3 m/s""], [""1015.3 hPa"", ""Pinehurst"", ""68.2 mm"", ""8.1 m/s""], [""954.1 hPa"", ""Cedar"", ""21.3 mm"", ""6.7 m/s""], [""1005.9 hPa"", ""Lakeside"", ""25.7 mm"", ""16.0 m/s""], [""1012.0 hPa"", ""Brookfield"", ""76.7 mm"", ""29.1 m/s""], [""1015.6 hPa"", ""Maple"", ""77.4 mm"", ""34.1 m/s""], [""1039.9 hPa"", ""Fairview"", ""9.1 mm"", ""29.9 m/s""], [""972.0 hPa"", ""Clearwater"", ""25.1 mm"", ""12.6 m/s""]]}","{""row_index"": 5, ""column_index"": 2, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Brookfield"", ""target_column"": ""Rainfall""}",lookup
A-L1-0022,1,sports,"In the table, what Wins do the Wolves have?","| Goals conceded | Wins | Losses | Possession | Team | Points |
| --- | --- | --- | --- | --- | --- |
| 14 | 27 | 21 | 35.6% | Hawks | 38 |
| 107 | 25 | 12 | 52.3% | Comets | 21 |
| 6 | 14 | 11 | 40.6% | Cyclones | 25 |
| 100 | 14 | 30 | 64.8% | Knights | 24 |
| 97 | 30 | 27 | 57.0% | Wolves | 60 |
| 91 | 18 | 12 | 60.0% | Bulls | 43 |","Answer the question using the table. Return only the requested value.

Table:
| Goals conceded | Wins | Losses | Possession | Team | Points |
| --- | --- | --- | --- | --- | --- |
| 14 | 27 | 21 | 35.6% | Hawks | 38 |
| 107 | 25 | 12 | 52.3% | Comets | 21 |
| 6 | 14 | 11 | 40.6% | Cyclones | 25 |
| 100 | 14 | 30 | 64.8% | Knights | 24 |
| 97 | 30 | 27 | 57.0% | Wolves | 60 |
| 91 | 18 | 12 | 60.0% | Bulls | 43 |

Question: In the table, what Wins do the Wolves have?",30,"{""headers"": [""Goals conceded"", ""Wins"", ""Losses"", ""Possession"", ""Team"", ""Points""], ""rows"": [[""14"", ""27"", ""21"", ""35.6%"", ""Hawks"", ""38""], [""107"", ""25"", ""12"", ""52.3%"", ""Comets"", ""21""], [""6"", ""14"", ""11"", ""40.6%"", ""Cyclones"", ""25""], [""100"", ""14"", ""30"", ""64.8%"", ""Knights"", ""24""], [""97"", ""30"", ""27"", ""57.0%"", ""Wolves"", ""60""], [""91"", ""18"", ""12"", ""60.0%"", ""Bulls"", ""43""]]}","{""row_index"": 4, ""column_index"": 1, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Wolves"", ""target_column"": ""Wins""}",lookup
